date,admin,event,fatalities,latitude,longitude
2021-10-10,Abyan,Battles,0,13.8874,45.774
2021-09-30,Abyan,Battles,0,13.8874,45.774
2021-09-29,Abyan,Battles,0,13.8874,45.774
2021-09-29,Abyan,Battles,0,13.8828,45.8686
2021-09-27,Abyan,Riots,0,13.1287,45.3807
2021-09-25,Abyan,Explosions/Remote violence,10,13.35,45.6253
2021-09-23,Abyan,Battles,0,13.8874,45.774
2021-09-18,Abyan,Battles,1,13.9284,46.0825
2021-09-17,Abyan,Strategic developments,0,13.8874,45.774
2021-09-17,Abyan,Explosions/Remote violence,0,13.8828,45.8686
2021-09-16,Abyan,Battles,0,13.8874,45.774
2021-09-16,Abyan,Explosions/Remote violence,0,13.8828,45.8686
2021-09-15,Abyan,Strategic developments,0,13.8828,45.8686
2021-09-15,Abyan,Explosions/Remote violence,0,13.8828,45.8686
2021-09-15,Abyan,Battles,0,13.8828,45.8686
2021-09-14,Abyan,Protests,0,13.8828,45.8686
2021-09-13,Abyan,Protests,0,13.8828,45.8686
2021-09-13,Abyan,Battles,2,13.1287,45.3807
2021-09-12,Abyan,Protests,0,13.8828,45.8686
2021-09-05,Abyan,Battles,0,13.1287,45.3807
2021-09-03,Abyan,Battles,0,13.223,45.3056
2021-09-01,Abyan,Battles,2,13.8004,45.8862
2021-08-31,Abyan,Battles,1,13.434,46.1663
2021-08-31,Abyan,Strategic developments,0,13.8874,45.774
2021-08-31,Abyan,Protests,0,13.1287,45.3807
2021-08-28,Abyan,Strategic developments,0,13.8828,45.8686
2021-08-27,Abyan,Protests,0,13.9284,46.0825
2021-08-22,Abyan,Riots,0,13.8828,45.8686
2021-08-21,Abyan,Battles,0,13.35,45.6253
2021-08-20,Abyan,Protests,0,13.5608,46.1564
2021-08-17,Abyan,Violence against civilians,0,13.8828,45.8686
2021-08-16,Abyan,Protests,0,13.1287,45.3807
2021-08-14,Abyan,Battles,0,13.5202,46.7137
2021-08-13,Abyan,Protests,0,13.1287,45.3807
2021-08-12,Abyan,Explosions/Remote violence,0,13.8819,45.7993
2021-08-12,Abyan,Protests,0,13.1287,45.3807
2021-08-09,Abyan,Protests,0,13.1287,45.3807
2021-08-08,Abyan,Violence against civilians,1,13.8828,45.8686
2021-08-06,Abyan,Battles,0,13.1287,45.3807
2021-08-06,Abyan,Battles,0,13.0886,45.3647
2021-08-06,Abyan,Protests,0,13.1287,45.3807
2021-08-03,Abyan,Battles,0,13.8874,45.774
2021-08-02,Abyan,Protests,0,13.1287,45.3807
2021-08-01,Abyan,Battles,1,13.0886,45.3647
2021-07-30,Abyan,Protests,0,13.1287,45.3807
2021-07-28,Abyan,Battles,0,13.8496,45.4263
2021-07-27,Abyan,Battles,10,13.8874,45.774
2021-07-23,Abyan,Explosions/Remote violence,0,13.8496,45.4263
2021-07-22,Abyan,Battles,0,13.1287,45.3807
2021-07-21,Abyan,Battles,0,13.1287,45.3807
2021-07-20,Abyan,Battles,0,13.8874,45.774
2021-07-17,Abyan,Protests,0,14.0585,46.9133
2021-07-17,Abyan,Strategic developments,0,13.8496,45.4263
2021-07-13,Abyan,Violence against civilians,0,13.1287,45.3807
2021-07-11,Abyan,Violence against civilians,2,13.6497,45.7917
2021-07-10,Abyan,Strategic developments,0,13.1406,45.4533
2021-07-10,Abyan,Strategic developments,0,13.1822,45.477
2021-07-09,Abyan,Strategic developments,0,13.35,45.6253
2021-07-09,Abyan,Strategic developments,0,13.3568,45.6971
2021-07-07,Abyan,Protests,0,13.8828,45.8686
2021-07-06,Abyan,Battles,0,13.8874,45.774
2021-07-06,Abyan,Explosions/Remote violence,0,13.8828,45.8686
2021-07-04,Abyan,Explosions/Remote violence,2,13.9284,46.0825
2021-07-03,Abyan,Strategic developments,0,13.1116,45.424
2021-07-03,Abyan,Strategic developments,0,13.1822,45.477
2021-07-03,Abyan,Battles,3,13.8874,45.774
2021-07-02,Abyan,Explosions/Remote violence,0,13.8874,45.774
2021-07-02,Abyan,Battles,3,13.8828,45.8686
2021-07-02,Abyan,Explosions/Remote violence,0,13.8828,45.8686
2021-07-02,Abyan,Battles,0,13.2911,45.2958
2021-06-30,Abyan,Strategic developments,0,13.8828,45.8686
2021-06-26,Abyan,Battles,0,13.8874,45.774
2021-06-24,Abyan,Battles,0,13.8874,45.774
2021-06-24,Abyan,Explosions/Remote violence,0,13.8819,45.7993
2021-06-21,Abyan,Battles,0,13.5202,46.7137
2021-06-12,Abyan,Explosions/Remote violence,0,13.8874,45.774
2021-06-12,Abyan,Strategic developments,0,13.223,45.3056
2021-06-12,Abyan,Strategic developments,0,13.1406,45.4533
2021-06-12,Abyan,Strategic developments,0,13.1287,45.3807
2021-06-11,Abyan,Battles,0,13.8828,45.8686
2021-06-11,Abyan,Explosions/Remote violence,7,13.1287,45.3807
2021-06-09,Abyan,Strategic developments,0,13.1287,45.3807
2021-06-05,Abyan,Battles,0,13.8141,45.9284
2021-06-02,Abyan,Strategic developments,0,13.3568,45.6971
2021-06-01,Abyan,Protests,0,13.1406,45.4533
2021-05-30,Abyan,Violence against civilians,0,13.8828,45.8686
2021-05-26,Abyan,Explosions/Remote violence,0,13.8805,45.8554
2021-05-25,Abyan,Explosions/Remote violence,0,13.3568,45.6971
2021-05-24,Abyan,Strategic developments,0,13.3568,45.6971
2021-05-24,Abyan,Protests,0,13.1287,45.3807
2021-05-21,Abyan,Protests,0,13.9284,46.0825
2021-05-21,Abyan,Protests,0,13.8828,45.8686
2021-05-19,Abyan,Battles,0,13.8779,45.9387
2021-05-19,Abyan,Protests,0,13.223,45.3056
2021-05-18,Abyan,Strategic developments,0,13.35,45.6253
2021-05-17,Abyan,Explosions/Remote violence,0,13.8828,45.8686
2021-05-16,Abyan,Battles,1,13.3568,45.6971
2021-05-14,Abyan,Battles,0,13.8874,45.774
2021-05-13,Abyan,Explosions/Remote violence,0,13.8819,45.7993
2021-05-10,Abyan,Battles,0,13.8874,45.774
2021-05-10,Abyan,Violence against civilians,1,13.8408,45.9617
2021-05-05,Abyan,Violence against civilians,2,13.9284,46.0825
2021-04-28,Abyan,Violence against civilians,1,13.7721,46.0179
2021-04-27,Abyan,Battles,0,13.8874,45.774
2021-04-20,Abyan,Battles,0,13.8874,45.774
2021-04-19,Abyan,Strategic developments,0,13.8828,45.8686
2021-04-18,Abyan,Battles,1,13.1287,45.3807
2021-04-17,Abyan,Battles,0,13.5202,46.7137
2021-04-16,Abyan,Battles,2,13.434,46.1663
2021-04-16,Abyan,Battles,2,13.434,46.1663
2021-04-16,Abyan,Battles,2,13.5202,46.7137
2021-04-13,Abyan,Strategic developments,0,13.434,46.1663
2021-04-12,Abyan,Battles,0,13.8874,45.774
2021-04-11,Abyan,Battles,10,13.434,46.1663
2021-04-11,Abyan,Battles,2,13.5202,46.7137
2021-04-10,Abyan,Protests,0,14.0585,46.9133
2021-04-10,Abyan,Battles,10,13.4317,46.4258
2021-04-09,Abyan,Battles,10,13.434,46.1663
2021-04-07,Abyan,Battles,0,13.5202,46.7137
2021-04-06,Abyan,Explosions/Remote violence,0,13.1287,45.3807
2021-04-06,Abyan,Battles,1,13.8892,46.1493
2021-04-06,Abyan,Battles,0,13.434,46.1663
2021-04-05,Abyan,Battles,1,13.434,46.1663
2021-04-04,Abyan,Battles,1,14.0585,46.9133
2021-04-03,Abyan,Protests,0,14.0585,46.9133
2021-03-31,Abyan,Strategic developments,0,13.5202,46.7137
2021-03-30,Abyan,Strategic developments,0,13.5202,46.7137
2021-03-30,Abyan,Battles,0,13.8874,45.774
2021-03-28,Abyan,Violence against civilians,1,13.5202,46.7137
2021-03-27,Abyan,Protests,0,14.0585,46.9133
2021-03-23,Abyan,Protests,0,13.1287,45.3807
2021-03-20,Abyan,Battles,0,13.5202,46.7137
2021-03-19,Abyan,Battles,1,13.7721,46.0179
2021-03-18,Abyan,Battles,11,13.5202,46.7137
2021-03-18,Abyan,Violence against civilians,1,13.223,45.3056
2021-03-17,Abyan,Battles,1,13.916,46.0562
2021-03-16,Abyan,Protests,0,13.1287,45.3807
2021-03-14,Abyan,Battles,0,13.8874,45.774
2021-03-12,Abyan,Battles,1,13.9284,46.0825
2021-03-11,Abyan,Violence against civilians,1,13.1406,45.4533
2021-03-10,Abyan,Battles,1,13.8263,45.973
2021-03-09,Abyan,Protests,0,13.1287,45.3807
2021-03-08,Abyan,Violence against civilians,0,13.1287,45.3807
2021-03-05,Abyan,Protests,0,13.3395,45.2955
2021-02-27,Abyan,Explosions/Remote violence,1,13.8874,45.774
2021-02-26,Abyan,Strategic developments,0,13.3568,45.6971
2021-02-25,Abyan,Explosions/Remote violence,1,13.8874,45.774
2021-02-25,Abyan,Violence against civilians,1,13.9284,46.0825
2021-02-23,Abyan,Battles,1,13.8828,45.8686
2021-02-22,Abyan,Protests,0,13.5202,46.7137
2021-02-21,Abyan,Protests,0,13.223,45.3056
2021-02-17,Abyan,Battles,0,14.0585,46.9133
2021-02-14,Abyan,Protests,0,13.3581,45.3022
2021-02-13,Abyan,Protests,0,14.0585,46.9133
2021-02-13,Abyan,Battles,1,13.5202,46.7137
2021-02-13,Abyan,Violence against civilians,1,13.9284,46.0825
2021-02-08,Abyan,Battles,0,13.0618,45.3422
2021-02-07,Abyan,Battles,0,13.8874,45.774
2021-02-05,Abyan,Battles,1,13.223,45.3056
2021-02-05,Abyan,Protests,0,13.5202,46.7137
2021-02-03,Abyan,Strategic developments,0,13.8892,46.1493
2021-02-02,Abyan,Strategic developments,0,13.3568,45.6971
2021-01-31,Abyan,Protests,0,13.6378,45.3137
2021-01-28,Abyan,Battles,0,13.8828,45.8686
2021-01-27,Abyan,Battles,1,13.8828,45.8686
2021-01-25,Abyan,Riots,0,13.1287,45.3807
2021-01-21,Abyan,Battles,1,13.4704,46.6648
2021-01-20,Abyan,Battles,0,13.8874,45.774
2021-01-18,Abyan,Explosions/Remote violence,0,13.3568,45.6971
2021-01-17,Abyan,Violence against civilians,0,14.0585,46.9133
2021-01-17,Abyan,Strategic developments,0,13.8828,45.8686
2021-01-17,Abyan,Protests,0,13.7122,45.3032
2021-01-16,Abyan,Battles,0,13.8874,45.774
2021-01-16,Abyan,Protests,0,13.7122,45.3032
2021-01-15,Abyan,Strategic developments,0,13.1577,45.3189
2021-01-14,Abyan,Protests,0,13.9284,46.0825
2021-01-12,Abyan,Violence against civilians,0,13.8004,45.8862
2021-01-09,Abyan,Explosions/Remote violence,0,13.8874,45.774
2021-01-08,Abyan,Battles,0,13.8874,45.774
2021-01-05,Abyan,Protests,0,13.5202,46.7137
2021-01-05,Abyan,Strategic developments,0,13.3568,45.6971
2021-01-04,Abyan,Protests,0,13.3568,45.6971
2021-01-03,Abyan,Explosions/Remote violence,0,13.3568,45.6971
2021-01-01,Abyan,Battles,1,13.5202,46.7137
2020-12-29,Abyan,Protests,0,13.35,45.6253
2020-12-28,Abyan,Strategic developments,0,13.1287,45.3807
2020-12-23,Abyan,Battles,0,13.2183,45.3985
2020-12-23,Abyan,Battles,0,13.35,45.6253
2020-12-23,Abyan,Explosions/Remote violence,0,13.9284,46.0825
2020-12-22,Abyan,Strategic developments,0,13.1287,45.3807
2020-12-21,Abyan,Battles,0,13.3568,45.6971
2020-12-21,Abyan,Battles,0,13.3,45.4531
2020-12-20,Abyan,Strategic developments,0,13.9284,46.0825
2020-12-18,Abyan,Violence against civilians,2,14.0585,46.9133
2020-12-18,Abyan,Protests,0,13.0618,45.3422
2020-12-17,Abyan,Strategic developments,0,13.2183,45.3985
2020-12-17,Abyan,Strategic developments,0,13.3,45.4531
2020-12-17,Abyan,Protests,0,13.6378,45.3137
2020-12-16,Abyan,Strategic developments,0,13.1822,45.477
2020-12-16,Abyan,Strategic developments,0,13.2183,45.3985
2020-12-16,Abyan,Strategic developments,0,13.2183,45.3985
2020-12-16,Abyan,Strategic developments,0,13.2183,45.3985
2020-12-15,Abyan,Strategic developments,0,13.1287,45.3807
2020-12-15,Abyan,Battles,0,13.2183,45.3985
2020-12-15,Abyan,Battles,0,13.1822,45.477
2020-12-14,Abyan,Explosions/Remote violence,0,13.1287,45.3807
2020-12-13,Abyan,Strategic developments,0,13.1287,45.3807
2020-12-13,Abyan,Strategic developments,0,13.1287,45.3807
2020-12-12,Abyan,Strategic developments,0,13.1287,45.3807
2020-12-12,Abyan,Strategic developments,0,13.1287,45.3807
2020-12-12,Abyan,Strategic developments,0,13.1287,45.3807
2020-12-11,Abyan,Strategic developments,0,13.35,45.6253
2020-12-11,Abyan,Battles,0,13.1822,45.477
2020-12-11,Abyan,Strategic developments,0,13.1287,45.3807
2020-12-11,Abyan,Battles,0,13.2183,45.3985
2020-12-11,Abyan,Strategic developments,0,13.1822,45.477
2020-12-11,Abyan,Explosions/Remote violence,0,13.3,45.4531
2020-12-10,Abyan,Battles,0,13.1822,45.477
2020-12-10,Abyan,Battles,0,13.2183,45.3985
2020-12-09,Abyan,Battles,10,13.2183,45.3985
2020-12-09,Abyan,Strategic developments,0,13.3568,45.6971
2020-12-09,Abyan,Strategic developments,0,13.3568,45.6971
2020-12-09,Abyan,Protests,0,13.1287,45.3807
2020-12-08,Abyan,Battles,10,13.2183,45.3985
2020-12-08,Abyan,Battles,1,13.1822,45.477
2020-12-08,Abyan,Explosions/Remote violence,0,13.8828,45.8686
2020-12-07,Abyan,Battles,2,13.1822,45.477
2020-12-07,Abyan,Battles,5,13.8828,45.8686
2020-12-06,Abyan,Battles,0,13.2183,45.3985
2020-12-06,Abyan,Violence against civilians,0,13.8948,45.99
2020-12-05,Abyan,Battles,1,13.2183,45.3985
2020-12-05,Abyan,Battles,10,13.1822,45.477
2020-12-05,Abyan,Strategic developments,0,13.1287,45.3807
2020-12-05,Abyan,Battles,10,13.2666,45.3426
2020-12-05,Abyan,Battles,0,13.3,45.4531
2020-12-05,Abyan,Battles,0,13.1287,45.3807
2020-12-04,Abyan,Battles,10,13.3,45.4531
2020-12-04,Abyan,Explosions/Remote violence,0,13.7122,45.3032
2020-12-04,Abyan,Battles,0,13.223,45.3056
2020-12-04,Abyan,Battles,0,13.2183,45.3985
2020-12-03,Abyan,Battles,5,13.2183,45.3985
2020-12-03,Abyan,Battles,5,13.3,45.4531
2020-12-03,Abyan,Strategic developments,0,13.1287,45.3807
2020-12-03,Abyan,Battles,10,13.2666,45.3426
2020-12-02,Abyan,Battles,0,13.2183,45.3985
2020-12-02,Abyan,Battles,0,13.1822,45.477
2020-12-01,Abyan,Battles,8,13.2183,45.3985
2020-12-01,Abyan,Strategic developments,0,13.1287,45.3807
2020-11-30,Abyan,Battles,5,13.2183,45.3985
2020-11-30,Abyan,Battles,5,13.1822,45.477
2020-11-29,Abyan,Strategic developments,0,13.1287,45.3807
2020-11-28,Abyan,Battles,1,13.8408,45.9617
2020-11-28,Abyan,Battles,16,13.2183,45.3985
2020-11-27,Abyan,Explosions/Remote violence,11,13.2183,45.3985
2020-11-25,Abyan,Strategic developments,0,13.1822,45.477
2020-11-24,Abyan,Battles,0,13.2183,45.3985
2020-11-23,Abyan,Strategic developments,0,13.2183,45.3985
2020-11-23,Abyan,Battles,0,13.1287,45.3807
2020-11-22,Abyan,Strategic developments,0,13.3568,45.6971
2020-11-21,Abyan,Battles,10,13.2183,45.3985
2020-11-20,Abyan,Battles,10,13.1822,45.477
2020-11-20,Abyan,Battles,10,13.2183,45.3985
2020-11-19,Abyan,Battles,10,13.2183,45.3985
2020-11-18,Abyan,Battles,10,13.1822,45.477
2020-11-18,Abyan,Strategic developments,0,13.1287,45.3807
2020-11-17,Abyan,Battles,9,13.2183,45.3985
2020-11-17,Abyan,Battles,9,13.3,45.4531
2020-11-17,Abyan,Battles,0,13.1287,45.3807
2020-11-17,Abyan,Battles,0,13.2664,45.3803
2020-11-17,Abyan,Battles,0,13.2533,45.3597
2020-11-16,Abyan,Battles,10,13.2183,45.3985
2020-11-16,Abyan,Battles,9,13.3,45.4531
2020-11-16,Abyan,Battles,1,13.9467,46.3504
2020-11-16,Abyan,Battles,10,13.1822,45.477
2020-11-16,Abyan,Battles,0,13.2666,45.3426
2020-11-16,Abyan,Strategic developments,0,13.1822,45.477
2020-11-15,Abyan,Battles,0,13.7833,46.65
2020-11-15,Abyan,Strategic developments,0,13.2183,45.3985
2020-11-14,Abyan,Battles,7,13.2183,45.3985
2020-11-14,Abyan,Battles,10,13.1822,45.477
2020-11-13,Abyan,Battles,5,13.2183,45.3985
2020-11-13,Abyan,Battles,5,13.1822,45.477
2020-11-13,Abyan,Explosions/Remote violence,0,13.1822,45.477
2020-11-13,Abyan,Battles,15,13.3568,45.6971
2020-11-11,Abyan,Battles,0,13.2183,45.3985
2020-11-10,Abyan,Strategic developments,0,13.1822,45.477
2020-11-10,Abyan,Battles,10,13.2183,45.3985
2020-11-09,Abyan,Battles,9,13.2183,45.3985
2020-11-08,Abyan,Battles,10,13.8874,45.774
2020-11-07,Abyan,Battles,0,13.2183,45.3985
2020-11-07,Abyan,Battles,0,13.1822,45.477
2020-11-06,Abyan,Battles,1,14.0585,46.9133
2020-11-06,Abyan,Explosions/Remote violence,3,14.252,46.1791
2020-11-05,Abyan,Battles,3,13.8828,45.8686
2020-11-05,Abyan,Battles,3,13.8564,45.7989
2020-11-04,Abyan,Strategic developments,0,13.5202,46.7137
2020-11-04,Abyan,Violence against civilians,1,13.8749,46.0918
2020-11-03,Abyan,Battles,0,13.8004,45.8862
2020-11-01,Abyan,Battles,0,13.2183,45.3985
2020-11-01,Abyan,Battles,0,13.1822,45.477
2020-11-01,Abyan,Explosions/Remote violence,0,13.35,45.6253
2020-10-31,Abyan,Battles,0,13.2183,45.3985
2020-10-30,Abyan,Protests,0,13.9284,46.0825
2020-10-28,Abyan,Battles,0,13.8828,45.8686
2020-10-25,Abyan,Battles,0,13.1822,45.477
2020-10-25,Abyan,Battles,0,13.2183,45.3985
2020-10-21,Abyan,Battles,0,13.8874,45.774
2020-10-21,Abyan,Explosions/Remote violence,0,13.8828,45.8686
2020-10-19,Abyan,Explosions/Remote violence,0,13.8828,45.8686
2020-10-19,Abyan,Battles,0,13.1287,45.3807
2020-10-17,Abyan,Violence against civilians,0,13.1287,45.3807
2020-10-14,Abyan,Battles,10,13.8874,45.774
2020-10-13,Abyan,Battles,10,13.8874,45.774
2020-10-12,Abyan,Battles,0,13.8874,45.774
2020-10-11,Abyan,Battles,10,13.5202,46.7137
2020-10-10,Abyan,Battles,0,14.0585,46.9133
2020-10-10,Abyan,Battles,0,13.2183,45.3985
2020-10-10,Abyan,Violence against civilians,1,13.3568,45.6971
2020-10-10,Abyan,Battles,1,13.5202,46.7137
2020-10-08,Abyan,Explosions/Remote violence,0,13.2183,45.3985
2020-10-08,Abyan,Explosions/Remote violence,0,13.1822,45.477
2020-10-08,Abyan,Protests,0,13.1287,45.3807
2020-10-08,Abyan,Strategic developments,0,13.2183,45.3985
2020-10-05,Abyan,Battles,0,13.2183,45.3985
2020-10-05,Abyan,Battles,0,13.1822,45.477
2020-10-05,Abyan,Explosions/Remote violence,0,13.35,45.6253
2020-10-05,Abyan,Explosions/Remote violence,0,13.2281,45.3439
2020-10-04,Abyan,Riots,0,13.1875,45.32
2020-10-04,Abyan,Battles,0,13.2183,45.3985
2020-10-04,Abyan,Riots,0,13.223,45.3056
2020-10-04,Abyan,Explosions/Remote violence,0,13.8828,45.8686
2020-10-04,Abyan,Battles,0,13.1822,45.477
2020-10-04,Abyan,Explosions/Remote violence,0,13.1822,45.477
2020-10-03,Abyan,Battles,0,13.1822,45.477
2020-10-03,Abyan,Battles,0,13.2183,45.3985
2020-10-03,Abyan,Battles,1,13.7721,46.0179
2020-10-01,Abyan,Strategic developments,0,13.1287,45.3807
2020-09-30,Abyan,Battles,0,13.2183,45.3985
2020-09-30,Abyan,Battles,0,13.1822,45.477
2020-09-29,Abyan,Protests,0,13.7721,46.0179
2020-09-29,Abyan,Battles,0,13.1822,45.477
2020-09-28,Abyan,Protests,0,14.0585,46.9133
2020-09-27,Abyan,Riots,1,13.8828,45.8686
2020-09-27,Abyan,Protests,0,13.8828,45.8686
2020-09-26,Abyan,Explosions/Remote violence,1,13.1822,45.477
2020-09-24,Abyan,Explosions/Remote violence,0,13.2906,45.291
2020-09-24,Abyan,Explosions/Remote violence,0,13.1822,45.477
2020-09-24,Abyan,Explosions/Remote violence,0,13.35,45.6253
2020-09-24,Abyan,Battles,0,13.3,45.4531
2020-09-23,Abyan,Strategic developments,0,13.1287,45.3807
2020-09-23,Abyan,Battles,0,13.3,45.4531
2020-09-23,Abyan,Explosions/Remote violence,0,13.35,45.6253
2020-09-23,Abyan,Explosions/Remote violence,0,13.1822,45.477
2020-09-21,Abyan,Battles,0,13.2183,45.3985
2020-09-21,Abyan,Battles,0,13.1822,45.477
2020-09-20,Abyan,Battles,0,13.2183,45.3985
2020-09-20,Abyan,Strategic developments,0,13.2183,45.3985
2020-09-20,Abyan,Battles,10,13.9284,46.0825
2020-09-20,Abyan,Battles,2,13.8828,45.8686
2020-09-18,Abyan,Protests,0,13.9284,46.0825
2020-09-16,Abyan,Protests,0,13.1287,45.3807
2020-09-15,Abyan,Battles,0,13.3568,45.6971
2020-09-14,Abyan,Battles,0,13.3568,45.6971
2020-09-13,Abyan,Strategic developments,0,13.3568,45.6971
2020-09-13,Abyan,Strategic developments,0,13.3568,45.6971
2020-09-12,Abyan,Battles,0,13.2183,45.3985
2020-09-12,Abyan,Battles,0,13.1822,45.477
2020-09-12,Abyan,Violence against civilians,2,13.1287,45.3807
2020-09-11,Abyan,Battles,0,13.2183,45.3985
2020-09-11,Abyan,Battles,0,13.223,45.3056
2020-09-11,Abyan,Battles,0,13.3,45.4531
2020-09-11,Abyan,Battles,0,13.1822,45.477
2020-09-11,Abyan,Strategic developments,0,13.0533,45.3233
2020-09-10,Abyan,Protests,0,13.1287,45.3807
2020-09-10,Abyan,Explosions/Remote violence,2,13.1822,45.477
2020-09-08,Abyan,Explosions/Remote violence,0,13.9284,46.0825
2020-09-08,Abyan,Strategic developments,0,13.1287,45.3807
2020-09-08,Abyan,Battles,0,13.1287,45.3807
2020-09-07,Abyan,Protests,0,14.0585,46.9133
2020-09-06,Abyan,Battles,0,13.3568,45.6971
2020-09-06,Abyan,Battles,0,13.1287,45.3807
2020-09-06,Abyan,Strategic developments,0,13.1287,45.3807
2020-09-05,Abyan,Battles,0,14.0585,46.9133
2020-09-05,Abyan,Battles,0,13.1822,45.477
2020-09-04,Abyan,Battles,2,13.1822,45.477
2020-09-04,Abyan,Explosions/Remote violence,0,13.35,45.6253
2020-09-04,Abyan,Battles,0,13.1822,45.477
2020-09-04,Abyan,Battles,0,13.2183,45.3985
2020-09-04,Abyan,Battles,0,13.3,45.4531
2020-09-04,Abyan,Explosions/Remote violence,0,13.2183,45.3985
2020-09-02,Abyan,Battles,0,13.0533,45.3233
2020-09-02,Abyan,Battles,0,13.1822,45.477
2020-09-02,Abyan,Battles,0,13.2183,45.3985
2020-09-02,Abyan,Strategic developments,0,13.1287,45.3807
2020-09-01,Abyan,Protests,0,13.1287,45.3807
2020-08-30,Abyan,Strategic developments,0,13.1822,45.477
2020-08-29,Abyan,Battles,0,13.1822,45.477
2020-08-29,Abyan,Battles,0,13.2183,45.3985
2020-08-28,Abyan,Battles,0,13.2183,45.3985
2020-08-28,Abyan,Strategic developments,0,13.1822,45.477
2020-08-27,Abyan,Battles,10,13.2183,45.3985
2020-08-26,Abyan,Battles,0,13.2183,45.3985
2020-08-26,Abyan,Strategic developments,0,13.1287,45.3807
2020-08-26,Abyan,Battles,0,13.1822,45.477
2020-08-24,Abyan,Battles,0,13.6327,45.2836
2020-08-23,Abyan,Battles,0,13.35,45.6253
2020-08-23,Abyan,Battles,0,13.1822,45.477
2020-08-23,Abyan,Violence against civilians,0,13.1287,45.3807
2020-08-23,Abyan,Battles,0,13.2183,45.3985
2020-08-23,Abyan,Battles,0,13.1287,45.3807
2020-08-22,Abyan,Battles,0,13.2183,45.3985
2020-08-22,Abyan,Battles,0,13.1822,45.477
2020-08-21,Abyan,Explosions/Remote violence,0,13.3568,45.6971
2020-08-21,Abyan,Battles,0,13.2183,45.3985
2020-08-20,Abyan,Battles,0,13.2183,45.3985
2020-08-20,Abyan,Battles,0,13.35,45.6253
2020-08-20,Abyan,Battles,0,13.1822,45.477
2020-08-20,Abyan,Explosions/Remote violence,0,13.8874,45.774
2020-08-20,Abyan,Battles,0,13.1406,45.4533
2020-08-19,Abyan,Explosions/Remote violence,0,13.1822,45.477
2020-08-19,Abyan,Explosions/Remote violence,0,13.35,45.6253
2020-08-19,Abyan,Strategic developments,0,13.1822,45.477
2020-08-19,Abyan,Violence against civilians,0,13.3568,45.6971
2020-08-18,Abyan,Battles,2,13.2183,45.3985
2020-08-18,Abyan,Battles,1,13.1822,45.477
2020-08-17,Abyan,Battles,0,13.3568,45.6971
2020-08-17,Abyan,Battles,0,13.2183,45.3985
2020-08-17,Abyan,Battles,0,13.3,45.4531
2020-08-17,Abyan,Explosions/Remote violence,2,13.1822,45.477
2020-08-15,Abyan,Battles,0,13.2183,45.3985
2020-08-15,Abyan,Battles,0,13.3,45.4531
2020-08-15,Abyan,Protests,0,13.5202,46.7137
2020-08-14,Abyan,Violence against civilians,0,13.1822,45.477
2020-08-13,Abyan,Strategic developments,0,13.1822,45.477
2020-08-13,Abyan,Strategic developments,0,13.35,45.6253
2020-08-12,Abyan,Battles,5,13.1822,45.477
2020-08-12,Abyan,Battles,5,13.2183,45.3985
2020-08-11,Abyan,Battles,2,14.252,46.1791
2020-08-11,Abyan,Battles,0,13.2183,45.3985
2020-08-11,Abyan,Battles,0,13.3,45.4531
2020-08-10,Abyan,Battles,0,13.2183,45.3985
2020-08-10,Abyan,Battles,0,13.1822,45.477
2020-08-09,Abyan,Battles,0,13.35,45.6253
2020-08-09,Abyan,Battles,0,13.1822,45.477
2020-08-08,Abyan,Battles,0,13.2183,45.3985
2020-08-08,Abyan,Battles,0,13.1287,45.3807
2020-08-07,Abyan,Battles,4,13.2183,45.3985
2020-08-07,Abyan,Battles,3,13.1822,45.477
2020-08-07,Abyan,Battles,3,13.1287,45.3807
2020-08-06,Abyan,Battles,0,13.2183,45.3985
2020-08-06,Abyan,Battles,0,13.1822,45.477
2020-08-06,Abyan,Violence against civilians,0,13.3568,45.6971
2020-08-05,Abyan,Battles,0,13.2183,45.3985
2020-08-05,Abyan,Strategic developments,0,13.1822,45.477
2020-08-04,Abyan,Battles,1,13.8141,45.9284
2020-08-03,Abyan,Battles,0,13.2183,45.3985
2020-08-03,Abyan,Battles,0,13.1287,45.3807
2020-08-02,Abyan,Battles,0,13.1908,45.3156
2020-08-02,Abyan,Battles,0,13.2183,45.3985
2020-08-01,Abyan,Battles,10,13.2183,45.3985
2020-07-31,Abyan,Battles,0,13.1822,45.477
2020-07-31,Abyan,Battles,0,13.2183,45.3985
2020-07-30,Abyan,Battles,0,13.8874,45.774
2020-07-30,Abyan,Battles,0,13.1822,45.477
2020-07-30,Abyan,Battles,0,13.2183,45.3985
2020-07-28,Abyan,Explosions/Remote violence,0,13.8828,45.8686
2020-07-27,Abyan,Protests,0,13.8828,45.8686
2020-07-27,Abyan,Protests,0,13.8828,45.8686
2020-07-26,Abyan,Battles,0,13.2183,45.3985
2020-07-26,Abyan,Battles,0,13.3,45.4531
2020-07-26,Abyan,Battles,0,13.1822,45.477
2020-07-23,Abyan,Battles,1,13.9028,46.1141
2020-07-22,Abyan,Battles,1,13.7721,46.0179
2020-07-22,Abyan,Battles,0,13.2183,45.3985
2020-07-22,Abyan,Battles,0,13.35,45.6253
2020-07-22,Abyan,Battles,0,13.3,45.4531
2020-07-22,Abyan,Battles,0,13.1822,45.477
2020-07-21,Abyan,Battles,0,13.2183,45.3985
2020-07-21,Abyan,Battles,0,13.1822,45.477
